Model Outputs
200
,,HRI_Hitesh_Lower:LAbsAnkleAngle,,,HRI_Hitesh_Lower:LAnkleAngles,,,HRI_Hitesh_Lower:LAnkleForce,,,HRI_Hitesh_Lower:LAnkleMoment,,,HRI_Hitesh_Lower:LAnklePower,,,HRI_Hitesh_Lower:LFE,,,,,,,,,HRI_Hitesh_Lower:LFO,,,,,,,,,HRI_Hitesh_Lower:LFootProgressAngles,,,HRI_Hitesh_Lower:LHipAngles,,,HRI_Hitesh_Lower:LHipForce,,,HRI_Hitesh_Lower:LHipMoment,,,HRI_Hitesh_Lower:LHipPower,,,HRI_Hitesh_Lower:LKneeAngles,,,HRI_Hitesh_Lower:LKneeForce,,,HRI_Hitesh_Lower:LKneeMoment,,,HRI_Hitesh_Lower:LKneePower,,,HRI_Hitesh_Lower:LPelvisAngles,,,HRI_Hitesh_Lower:LTI,,,,,,,,,HRI_Hitesh_Lower:LTO,,,,,,,,,HRI_Hitesh_Lower:PEL,,,,,,,,,HRI_Hitesh_Lower:RAbsAnkleAngle,,,HRI_Hitesh_Lower:RAnkleAngles,,,HRI_Hitesh_Lower:RAnkleForce,,,HRI_Hitesh_Lower:RAnkleMoment,,,HRI_Hitesh_Lower:RAnklePower,,,HRI_Hitesh_Lower:RFE,,,,,,,,,HRI_Hitesh_Lower:RFO,,,,,,,,,HRI_Hitesh_Lower:RFootProgressAngles,,,HRI_Hitesh_Lower:RHipAngles,,,HRI_Hitesh_Lower:RHipForce,,,HRI_Hitesh_Lower:RHipMoment,,,HRI_Hitesh_Lower:RHipPower,,,HRI_Hitesh_Lower:RKneeAngles,,,HRI_Hitesh_Lower:RKneeForce,,,HRI_Hitesh_Lower:RKneeMoment,,,HRI_Hitesh_Lower:RKneePower,,,HRI_Hitesh_Lower:RPelvisAngles,,,HRI_Hitesh_Lower:RTI,,,,,,,,,HRI_Hitesh_Lower:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
480,0,,,,,,,,,,,,,,,,23.3205,-24.3931,242.779,-131.744,380.613,514.151,348.865,348.865,348.865,,,,,,,,,,,,,0.956466,0.661598,24.5134,,,,,,,,,,,,,,,,,,,,,,4.13746,-12.2868,0.441891,,,,,,,,,,,,,,,,,,,-6.45584,12.853,-89.5782,-138.428,361.261,872.093,173.755,173.755,173.755,15.0761,0,0,27.1968,9.18817,-55.3132,-0.0790427,-0.0118774,-0.0483489,-9.90914,-1.38417e-15,1.11909,0,0,-0.00652075,-55.1665,1.06118,-32.1781,-316.113,83.8888,681.439,359.091,359.091,359.091,92.8061,44.8573,198.123,-284.866,227.643,427.732,187.129,187.129,187.129,-43.1729,29.6775,-29.9302,55.0108,-7.72784,52.4829,0.198013,-1.03955,0.89257,-17.9624,182.726,-7.99094,0,0,0.294094,154.093,68.2442,103.091,-0.310959,0.235362,0.221264,-32.5484,-18.3644,3.31869,0,0,0.0917253,4.13746,12.2868,-0.441891,58.0257,8.68603,-63.1416,-214.625,292.761,521.422,237.704,237.704,237.704,92.8061,44.8573,198.123,-315.988,190.657,388.308,62.3765,62.3765,62.3765
481,0,,,,,,,,,,,,,,,,23.3206,-24.4134,242.925,-131.771,380.456,514.129,348.962,348.962,348.962,,,,,,,,,,,,,0.892345,0.574065,24.4016,,,,,,,,,,,,,,,,,,,,,,4.05817,-12.3654,0.392089,,,,,,,,,,,,,,,,,,,-6.57352,12.8537,-89.5311,-138.468,361.126,872.295,173.755,173.755,173.755,15.0878,0,0,26.8281,9.00768,-54.7772,-0.0779213,-0.0133258,-0.0499045,-9.70861,9.22783e-16,1.326,0,0,-0.0067933,-55.7948,0.782018,-32.2287,-315.639,81.3147,684.948,358.962,358.962,358.962,92.9481,44.8251,198.346,-284.053,225.247,431.233,187.129,187.129,187.129,-43.1595,29.4436,-29.8489,55.5666,-7.74915,52.2636,0.198005,-1.03533,0.886649,-16.2248,178.047,-7.9063,0,0,0.281998,154.638,67.6496,102.759,-0.316164,0.2314,0.213126,-33.6951,-18.829,3.42408,0,0,0.0912237,4.05817,12.3654,-0.392089,58.0837,8.93771,-63.6124,-213.913,290.402,524.973,237.924,237.924,237.924,92.948,44.8251,198.346,-315.099,188.24,391.768,62.3765,62.3765,62.3765
482,0,,,,,,,,,,,,,,,,23.3222,-24.4403,243.073,-131.809,380.301,514.105,349.066,349.066,349.066,,,,,,,,,,,,,0.826328,0.490586,24.2864,,,,,,,,,,,,,,,,,,,,,,3.97834,-12.4415,0.342641,,,,,,,,,,,,,,,,,,,-6.68971,12.8521,-89.4848,-138.508,360.986,872.496,173.755,173.755,173.755,15.0955,0,0,26.4685,8.83356,-54.246,-0.0768697,-0.0150614,-0.0516979,-9.50029,9.22783e-16,1.53026,0,0,-0.00702855,-56.415,0.507975,-32.2727,-315.174,78.7947,688.434,358.844,358.844,358.844,93.1053,44.8056,198.547,-283.276,222.847,434.651,187.129,187.129,187.129,-43.1604,29.2113,-29.776,56.1144,-7.77351,52.0541,0.196151,-1.03286,0.8822,-14.0074,173.481,-8.05638,0,0,0.268995,155.149,67.0805,102.401,-0.32294,0.227055,0.205319,-35.2223,-19.2412,3.52816,0,0,0.0910865,3.97834,12.4415,-0.342641,58.122,9.18436,-64.0858,-213.222,288.055,528.418,238.158,238.158,238.158,93.1054,44.8057,198.547,-314.253,185.812,395.158,62.3764,62.3765,62.3765
483,0,,,,,,,,,,,,,,,,23.3253,-24.4731,243.222,-131.859,380.146,514.078,349.177,349.177,349.177,,,,,,,,,,,,,0.758656,0.410655,24.168,,,,,,,,,,,,,,,,,,,,,,3.89797,-12.5155,0.293604,,,,,,,,,,,,,,,,,,,-6.80466,12.8485,-89.4392,-138.549,360.84,872.695,173.755,173.755,173.755,15.0995,0,0,26.1189,8.66586,-53.7209,-0.0759308,-0.0167532,-0.0537865,-9.29028,9.22783e-16,1.70375,0,0,-0.00717286,-57.0262,0.239385,-32.3101,-314.72,76.3318,691.893,358.736,358.736,358.736,93.2762,44.7984,198.725,-282.535,220.449,437.987,187.129,187.129,187.129,-43.1746,28.9819,-29.7112,56.6534,-7.80045,51.854,0.19478,-1.02971,0.878017,-11.9439,168.62,-8.19811,0,0,0.255422,155.631,66.5371,102.023,-0.329717,0.223109,0.197522,-36.8931,-19.7181,3.60598,0,0,0.0909146,3.89797,12.5155,-0.293604,58.1417,9.42499,-64.5603,-212.551,285.726,531.759,238.402,238.402,238.402,93.2762,44.7984,198.725,-313.451,183.38,398.478,62.3765,62.3765,62.3764
484,0,,,,,,,,,,,,,,,,23.3299,-24.5108,243.372,-131.919,379.991,514.049,349.293,349.293,349.293,,,,,,,,,,,,,0.689602,0.333666,24.0468,,,,,,,,,,,,,,,,,,,,,,3.81705,-12.5877,0.245026,,,,,,,,,,,,,,,,,,,-6.9187,12.8432,-89.3943,-138.593,360.687,872.894,173.755,173.755,173.755,15.1001,0,0,25.78,8.50468,-53.2033,-0.0750417,-0.0186343,-0.0558844,-9.07499,-1.2919e-15,1.87142,0,0,-0.00727109,-57.6274,-0.0233979,-32.3412,-314.276,73.9293,695.321,358.635,358.635,358.635,93.4586,44.8033,198.881,-281.828,218.057,441.242,187.129,187.129,187.129,-43.2013,28.7564,-29.6539,57.1823,-7.82945,51.663,0.191967,-1.0274,0.874477,-9.55659,163.853,-8.50889,0,0,0.241274,156.085,66.019,101.629,-0.337136,0.218495,0.189963,-38.776,-20.0762,3.68026,0,0,0.0906706,3.81705,12.5877,-0.245026,58.1439,9.65858,-65.034,-211.901,283.417,534.998,238.653,238.653,238.653,93.4585,44.8033,198.881,-312.69,180.948,401.727,62.3765,62.3764,62.3764
485,0,,,,,,,,,,,,,,,,23.3356,-24.552,243.524,-131.988,379.831,514.019,349.415,349.415,349.415,,,,,,,,,,,,,0.619495,0.258926,23.9231,,,,,,,,,,,,,,,,,,,,,,3.7356,-12.6585,0.196986,,,,,,,,,,,,,,,,,,,-7.03213,12.8366,-89.3502,-138.639,360.528,873.093,173.755,173.755,173.755,15.0977,0,0,25.4529,8.3501,-52.6946,-0.0741311,-0.0201976,-0.0579439,-8.85015,9.22783e-16,1.98971,0,0,-0.00724098,-58.2178,-0.279984,-32.3662,-313.844,71.5902,698.714,358.542,358.542,358.542,93.6503,44.8203,199.015,-281.155,215.675,444.415,187.129,187.129,187.129,-43.2398,28.536,-29.6036,57.7003,-7.85995,51.4808,0.189883,-1.02362,0.869901,-7.49257,158.885,-8.70641,0,0,0.227089,156.514,65.5259,101.225,-0.343413,0.214068,0.18269,-40.5732,-20.4484,3.70914,0,0,0.0899061,3.7356,12.6585,-0.196986,58.1302,9.88414,-65.5048,-211.272,281.132,538.136,238.91,238.91,238.91,93.6503,44.8203,199.015,-311.969,178.522,404.906,62.3765,62.3764,62.3765
486,0,,,,,,,,,,,,,,,,23.3425,-24.5954,243.676,-132.066,379.666,513.988,349.541,349.541,349.541,,,,,,,,,,,,,0.548679,0.185745,23.7974,,,,,,,,,,,,,,,,,,,,,,3.65364,-12.7284,0.149554,,,,,,,,,,,,,,,,,,,-7.14525,12.8289,-89.3069,-138.688,360.362,873.292,173.755,173.755,173.755,15.093,0,0,25.1382,8.2022,-52.1964,-0.0733683,-0.0220407,-0.0603026,-8.6341,3.69113e-16,2.11855,0,0,-0.0072015,-58.7964,-0.529971,-32.3853,-313.424,69.3171,702.067,358.453,358.453,358.453,93.8492,44.8496,199.129,-280.514,213.31,447.507,187.129,187.129,187.129,-43.2893,28.3217,-29.5596,58.2064,-7.89143,51.3071,0.187698,-1.02189,0.866502,-5.35523,154.219,-9.02678,0,0,0.213052,156.921,65.0576,100.817,-0.350854,0.209796,0.175861,-42.6497,-20.8208,3.75293,0,0,0.0893272,3.65364,12.7284,-0.149554,58.1018,10.1007,-65.9706,-210.663,278.877,541.176,239.168,239.168,239.168,93.8492,44.8496,199.129,-311.286,176.106,408.013,62.3765,62.3765,62.3765
487,0,,,,,,,,,,,,,,,,23.35,-24.6398,243.828,-132.151,379.493,513.955,349.67,349.67,349.67,,,,,,,,,,,,,0.477438,0.11337,23.6705,,,,,,,,,,,,,,,,,,,,,,3.57119,-12.7978,0.102797,,,,,,,,,,,,,,,,,,,-7.25839,12.8204,-89.2645,-138.742,360.19,873.492,173.755,173.755,173.755,15.0862,0,0,24.837,8.06106,-51.7102,-0.072492,-0.0235871,-0.0623956,-8.40495,-0,2.20843,0,0,-0.00705641,-59.3624,-0.772984,-32.3984,-313.017,67.1126,705.375,358.369,358.369,358.369,94.0529,44.8917,199.222,-279.904,210.964,450.521,187.129,187.129,187.129,-43.3491,28.1145,-29.5211,58.6996,-7.92336,51.1417,0.184832,-1.01725,0.861037,-3.24872,149.215,-9.28994,0,0,0.198593,157.307,64.6133,100.407,-0.356736,0.20483,0.168943,-44.5367,-21.0673,3.76044,0,0,0.0880147,3.57119,12.7978,-0.102797,58.0601,10.3073,-66.4288,-210.078,276.655,544.121,239.426,239.426,239.426,94.0529,44.8917,199.222,-310.639,173.706,411.05,62.3765,62.3765,62.3765
488,0,,,,,,,,,,,,,,,,23.358,-24.6836,243.98,-132.241,379.311,513.921,349.801,349.801,349.801,,,,,,,,,,,,,0.406149,0.0410925,23.5428,,,,,,,,,,,,,,,,,,,,,,3.48834,-12.8669,0.0568079,,,,,,,,,,,,,,,,,,,-7.37179,12.8116,-89.2229,-138.8,360.012,873.693,173.755,173.755,173.755,15.0781,0,0,24.55,7.92673,-51.2373,-0.0717078,-0.0251071,-0.0645029,-8.18406,-0,2.28889,0,0,-0.00687035,-59.9149,-1.00858,-32.4057,-312.622,64.9789,708.634,358.287,358.287,358.287,94.2591,44.9469,199.297,-279.324,208.645,453.455,187.129,187.129,187.129,-43.4185,27.9151,-29.4871,59.1791,-7.95524,50.9844,0.18365,-1.01485,0.856464,-1.57844,144.752,-9.49883,0,0,0.185354,157.675,64.1927,100.003,-0.362499,0.200581,0.162955,-46.448,-21.3632,3.76383,0,0,0.0865453,3.48834,12.8669,-0.0568079,58.0066,10.5031,-66.8771,-209.515,274.47,546.973,239.68,239.68,239.68,94.2591,44.9469,199.297,-310.027,171.325,414.016,62.3765,62.3765,62.3765
489,0,,,,,,,,,,,,,,,,23.3658,-24.7255,244.131,-132.336,379.118,513.885,349.935,349.935,349.935,,,,,,,,,,,,,0.335084,-0.0317963,23.4153,,,,,,,,,,,,,,,,,,,,,,3.40514,-12.9363,0.0116655,,,,,,,,,,,,,,,,,,,-7.48566,12.8027,-89.1823,-138.864,359.827,873.896,173.755,173.755,173.755,15.0689,0,0,24.2778,7.79927,-50.7793,-0.0707894,-0.0264444,-0.066449,-7.95234,3.69113e-16,2.34898,0,0,-0.00662156,-60.4531,-1.23645,-32.4073,-312.241,62.9179,711.839,358.206,358.206,358.206,94.4655,45.0157,199.353,-278.772,206.354,456.311,187.129,187.129,187.129,-43.4968,27.7244,-29.4567,59.6441,-7.98657,50.8349,0.182022,-1.00926,0.849621,0.0745871,139.905,-9.67862,0,0,0.171743,158.027,63.7949,99.6066,-0.367057,0.195751,0.15669,-48.2005,-21.5481,3.7489,0,0,0.084546,3.40514,12.9363,-0.0116655,57.9428,10.6872,-67.3132,-208.976,272.327,549.735,239.93,239.93,239.93,94.4655,45.0157,199.353,-309.447,168.97,416.912,62.3764,62.3764,62.3764
490,0,,,,,,,,,,,,,,,,23.3732,-24.7644,244.281,-132.433,378.914,513.847,350.071,350.071,350.071,,,,,,,,,,,,,0.264528,-0.105862,23.2888,,,,,,,,,,,,,,,,,,,,,,3.32171,-13.006,-0.0325624,,,,,,,,,,,,,,,,,,,-7.60013,12.794,-89.1426,-138.934,359.635,874.1,173.755,173.755,173.755,15.0594,0,0,24.0211,7.67866,-50.3373,-0.0699039,-0.0276923,-0.0682006,-7.72715,-9.22783e-16,2.40122,0,0,-0.00634162,-60.9763,-1.45619,-32.4033,-311.874,60.9311,714.985,358.126,358.126,358.126,94.6701,45.0984,199.392,-278.249,204.098,459.09,187.129,187.129,187.129,-43.5833,27.543,-29.4292,60.0938,-8.01698,50.6931,0.180864,-1.00509,0.842934,1.50421,135.576,-9.82499,0,0,0.159176,158.363,63.4195,99.2233,-0.370978,0.191062,0.151242,-49.8533,-21.6877,3.73083,0,0,0.0822337,3.32171,13.006,0.0325624,57.8701,10.8592,-67.7346,-208.461,270.229,552.409,240.172,240.172,240.172,94.6701,45.0984,199.392,-308.897,166.644,419.736,62.3765,62.3764,62.3765
491,0,,,,,,,,,,,,,,,,23.3796,-24.7991,244.428,-132.532,378.696,513.807,350.207,350.207,350.207,,,,,,,,,,,,,0.194718,-0.181671,23.164,,,,,,,,,,,,,,,,,,,,,,3.23817,-13.0764,-0.0757696,,,,,,,,,,,,,,,,,,,-7.71535,12.7858,-89.1039,-139.011,359.437,874.306,173.755,173.755,173.755,15.05,0,0,23.7802,7.5649,-49.9127,-0.068903,-0.0287565,-0.0697528,-7.49604,-1.84557e-16,2.43966,0,0,-0.0060219,-61.4839,-1.66747,-32.3937,-311.522,59.0196,718.068,358.045,358.045,358.045,94.871,45.1953,199.415,-277.751,201.88,461.791,187.129,187.129,187.129,-43.6775,27.3713,-29.4036,60.5278,-8.04604,50.5587,0.180446,-0.998362,0.834169,2.66939,131.025,-9.90013,0,0,0.146822,158.685,63.0656,98.8562,-0.373528,0.186261,0.145672,-51.2906,-21.763,3.7015,0,0,0.0794888,3.23817,13.0764,0.0757696,57.7898,11.0183,-68.1395,-207.971,268.18,554.995,240.404,240.404,240.404,94.871,45.1953,199.415,-308.375,164.352,422.489,62.3765,62.3765,62.3765
492,0,,,,,,,,,,,,,,,,23.3844,-24.8288,244.572,-132.63,378.467,513.765,350.345,350.345,350.344,,,,,,,,,,,,,0.125839,-0.259595,23.0418,,,,,,,,,,,,,,,,,,,,,,3.15467,-13.1475,-0.117903,,,,,,,,,,,,,,,,,,,-7.83124,12.7783,-89.0662,-139.094,359.234,874.513,173.755,173.755,173.755,15.0411,0,0,23.5557,7.45793,-49.5063,-0.067874,-0.0296949,-0.0710594,-7.26816,-1.84557e-16,2.47208,0,0,-0.00568248,-61.9751,-1.87005,-32.3787,-311.184,57.1841,721.082,357.963,357.963,357.963,95.0666,45.3068,199.423,-277.278,199.704,464.415,187.129,187.129,187.129,-43.7785,27.2097,-29.3791,60.9454,-8.07349,50.4316,0.180416,-0.99174,0.82562,3.62765,126.805,-9.93706,0,0,0.135321,158.995,62.7326,98.5084,-0.375299,0.181597,0.140748,-52.5738,-21.7876,3.66988,0,0,0.0764662,3.15467,13.1475,0.117903,57.7033,11.1643,-68.5258,-207.507,266.183,557.497,240.626,240.626,240.626,95.0666,45.3068,199.423,-307.879,162.097,425.17,62.3765,62.3765,62.3765
493,0,,,,,,,,,,,,,,,,23.3872,-24.8526,244.712,-132.726,378.225,513.719,350.482,350.482,350.482,,,,,,,,,,,,,0.0580867,-0.339922,22.9232,,,,,,,,,,,,,,,,,,,,,,3.07141,-13.2195,-0.158877,,,,,,,,,,,,,,,,,,,-7.94775,12.7717,-89.0296,-139.183,359.024,874.721,173.755,173.755,173.755,15.0331,0,0,23.3475,7.35767,-49.1192,-0.0667297,-0.0304912,-0.0720486,-7.03618,-7.38226e-16,2.49894,0,0,-0.00532631,-62.4495,-2.06366,-32.3586,-310.86,55.425,724.024,357.88,357.88,357.88,95.2553,45.4329,199.417,-276.83,197.573,466.961,187.129,187.129,187.129,-43.8859,27.0584,-29.355,61.3463,-8.09906,50.3117,0.180526,-0.983519,0.814784,4.45441,122.576,-9.94946,0,0,0.124233,159.293,62.4196,98.1825,-0.375669,0.176563,0.135791,-53.6066,-21.6952,3.63496,0,0,0.0730708,3.07141,13.2195,0.158877,57.6118,11.2968,-68.892,-207.068,264.242,559.915,240.835,240.835,240.836,95.2553,45.4329,199.417,-307.408,159.884,427.778,62.3765,62.3765,62.3765
494,0,,,,,,,,,,,,,,,,23.3876,-24.8703,244.848,-132.819,377.971,513.67,350.62,350.62,350.62,,,,,,,,,,,,,-0.00845815,-0.422791,22.8088,,,,,,,,,,,,,,,,,,,,,,2.98857,-13.2924,-0.198655,,,,,,,,,,,,,,,,,,,-8.06471,12.7662,-88.9942,-139.279,358.809,874.93,173.755,173.755,173.755,15.0265,0,0,23.1557,7.26402,-48.7519,-0.0654067,-0.0310202,-0.0726903,-6.79448,7.38226e-16,2.50976,0,0,-0.00494331,-62.9067,-2.24813,-32.3335,-310.551,53.7423,726.888,357.794,357.794,357.794,95.4359,45.5735,199.398,-276.404,195.49,469.429,187.129,187.129,187.129,-43.999,26.9174,-29.3306,61.7302,-8.12259,50.1988,0.18234,-0.974151,0.803523,4.78506,118.427,-9.83209,0,0,0.114024,159.579,62.1261,97.8805,-0.374486,0.172032,0.131009,-54.3448,-21.603,3.58569,0,0,0.0693741,2.98857,13.2924,0.198655,57.5165,11.4157,-69.2365,-206.655,262.359,562.249,241.032,241.032,241.032,95.4359,45.5735,199.398,-306.959,157.715,430.311,62.3765,62.3765,62.3765
495,0,,,,,,,,,,,,,,,,23.3852,-24.8815,244.978,-132.909,377.707,513.618,350.757,350.757,350.757,,,,,,,,,,,,,-0.0737201,-0.508183,22.6994,,,,,,,,,,,,,,,,,,,,,,2.90635,-13.366,-0.237191,,,,,,,,,,,,,,,,,,,-8.18195,12.7617,-88.9598,-139.38,358.59,875.139,173.755,173.755,173.755,15.0214,0,0,22.9803,7.17684,-48.405,-0.0641434,-0.031622,-0.0731361,-6.56546,9.22783e-16,2.53677,0,0,-0.00458527,-63.3461,-2.42339,-32.3039,-310.256,52.1356,729.67,357.706,357.706,357.706,95.6077,45.7283,199.368,-276,193.458,471.818,187.129,187.129,187.129,-44.1172,26.7868,-29.3056,62.0967,-8.14395,50.0926,0.182431,-0.964165,0.791509,5.41603,114.487,-9.83324,0,0,0.104103,159.855,61.8512,97.6038,-0.373051,0.166805,0.126694,-54.9938,-21.3417,3.55647,0,0,0.0655717,2.90635,13.366,0.237191,57.4182,11.5211,-69.5585,-206.268,260.536,564.5,241.214,241.214,241.214,95.6076,45.7283,199.368,-306.531,155.593,432.768,62.3765,62.3764,62.3764
496,0,,,,,,,,,,,,,,,,23.3797,-24.8863,245.103,-132.993,377.435,513.563,350.894,350.894,350.894,,,,,,,,,,,,,-0.137598,-0.595923,22.5956,,,,,,,,,,,,,,,,,,,,,,2.82501,-13.4402,-0.274455,,,,,,,,,,,,,,,,,,,-8.29906,12.7584,-88.9266,-139.487,358.366,875.348,173.755,173.755,173.755,15.0182,0,0,22.8208,7.09599,-48.079,-0.0626235,-0.0319716,-0.0732976,-6.31971,-1.84557e-15,2.55001,0,0,-0.00421056,-63.7674,-2.58933,-32.2699,-309.976,50.6045,732.364,357.616,357.616,357.616,95.7697,45.897,199.327,-275.616,191.48,474.125,187.129,187.129,187.129,-44.2398,26.6663,-29.2793,62.4458,-8.16313,49.9931,0.185165,-0.952167,0.778777,5.40438,110.353,-9.67922,0,0,0.0949236,160.121,61.5944,97.3534,-0.36994,0.162336,0.12194,-55.3311,-21.1239,3.51354,0,0,0.0615677,2.82501,13.4402,0.274455,57.3181,11.6131,-69.857,-205.906,258.775,566.666,241.382,241.382,241.382,95.7697,45.897,199.327,-306.122,153.521,435.146,62.3765,62.3764,62.3765
497,0,,,,,,,,,,,,,,,,23.3709,-24.8851,245.222,-133.072,377.156,513.504,351.029,351.029,351.029,,,,,,,,,,,,,-0.200094,-0.685664,22.498,,,,,,,,,,,,,,,,,,,,,,2.74477,-13.5146,-0.310432,,,,,,,,,,,,,,,,,,,-8.41567,12.7562,-88.8946,-139.598,358.139,875.555,173.755,173.755,173.755,15.0168,0,0,22.6771,7.02129,-47.774,-0.0611026,-0.0323149,-0.0731808,-6.08078,-0,2.57229,0,0,-0.00385457,-64.1704,-2.74599,-32.2321,-309.709,49.1481,734.968,357.524,357.524,357.524,95.9216,46.0789,199.277,-275.253,189.557,476.349,187.129,187.129,187.129,-44.3665,26.5557,-29.2514,62.7774,-8.18013,49.9001,0.186084,-0.940347,0.765545,5.68261,106.525,-9.61576,0,0,0.0861845,160.376,61.3549,97.1298,-0.366381,0.157309,0.117537,-55.5307,-20.756,3.48255,0,0,0.0574756,2.74477,13.5146,0.310432,57.2167,11.692,-70.1314,-205.571,257.077,568.747,241.535,241.535,241.535,95.9216,46.0789,199.277,-305.733,151.502,437.443,62.3765,62.3765,62.3765
498,0,,,,,,,,,,,,,,,,23.3589,-24.8781,245.333,-133.145,376.872,513.444,351.163,351.163,351.163,,,,,,,,,,,,,-0.261169,-0.777038,22.4068,,,,,,,,,,,,,,,,,,,,,,2.66588,-13.5891,-0.345143,,,,,,,,,,,,,,,,,,,-8.53141,12.7551,-88.8637,-139.713,357.909,875.761,173.755,173.755,173.755,15.0174,0,0,22.5485,6.9526,-47.4903,-0.0594303,-0.0324975,-0.0727302,-5.83459,-7.38226e-16,2.58876,0,0,-0.00350014,-64.5548,-2.89339,-32.191,-309.456,47.7654,737.475,357.43,357.43,357.43,96.063,46.2735,199.218,-274.909,187.692,478.487,187.129,187.129,187.129,-44.4964,26.4545,-29.2216,63.0914,-8.19499,49.8133,0.188475,-0.926421,0.75176,5.58279,102.573,-9.49221,0,0,0.0780298,160.62,61.1322,96.9329,-0.361518,0.152553,0.113173,-55.4646,-20.3563,3.44676,0,0,0.0532655,2.66588,13.5891,0.345143,57.1149,11.7581,-70.3812,-205.261,255.444,570.741,241.673,241.673,241.673,96.063,46.2735,199.218,-305.361,149.538,439.657,62.3765,62.3764,62.3765
499,0,,,,,,,,,,,,,,,,23.3436,-24.8661,245.438,-133.211,376.586,513.381,351.295,351.295,351.295,,,,,,,,,,,,,-0.32081,-0.869398,22.3225,,,,,,,,,,,,,,,,,,,,,,2.58859,-13.6632,-0.378577,,,,,,,,,,,,,,,,,,,-8.64573,12.7549,-88.834,-139.83,357.676,875.963,173.755,173.755,173.755,15.0201,0,0,22.4346,6.88972,-47.2279,-0.0576441,-0.0326941,-0.0721514,-5.58418,1.47645e-15,2.61522,0,0,-0.00316512,-64.9203,-3.03165,-32.1468,-309.215,46.4552,739.883,357.335,357.335,357.335,96.1939,46.4798,199.152,-274.585,185.887,480.537,187.129,187.129,187.129,-44.6292,26.3624,-29.1896,63.3879,-8.20782,49.7327,0.190092,-0.912194,0.737863,5.61198,98.6491,-9.42029,0,0,0.0702185,160.854,60.9257,96.7624,-0.356329,0.147642,0.108428,-55.2941,-19.8847,3.42159,0,0,0.0490778,2.58859,13.6632,0.378577,57.013,11.812,-70.6063,-204.976,253.876,572.646,241.795,241.795,241.795,96.1938,46.4798,199.152,-305.006,147.631,441.783,62.3765,62.3765,62.3765
500,0,,,,,,,,,,,,,,,,23.3255,-24.8498,245.536,-133.272,376.298,513.317,351.423,351.423,351.423,,,,,,,,,,,,,-0.378971,-0.962079,22.245,,,,,,,,,,,,,,,,,,,,,,2.51315,-13.7366,-0.410804,,,,,,,,,,,,,,,,,,,-8.75811,12.7556,-88.8053,-139.949,357.442,876.162,173.755,173.755,173.755,15.0246,0,0,22.3346,6.83248,-46.9867,-0.0558847,-0.0327962,-0.0714308,-5.34277,1.66101e-15,2.6409,0,0,-0.0028416,-65.2667,-3.1609,-32.1003,-308.987,45.2163,742.185,357.24,357.24,357.24,96.3142,46.6971,199.08,-274.278,184.142,482.496,187.129,187.129,187.129,-44.7643,26.2788,-29.1554,63.6668,-8.21877,49.658,0.19262,-0.897339,0.72429,5.3674,94.7981,-9.30311,0,0,0.0630707,161.075,60.7349,96.6177,-0.35055,0.143337,0.103981,-54.9724,-19.4373,3.39883,0,0,0.0449235,2.51315,13.7366,0.410804,56.9117,11.854,-70.8067,-204.717,252.376,574.459,241.903,241.903,241.903,96.3142,46.6971,199.08,-304.667,145.782,443.819,62.3765,62.3765,62.3765
